t;x0;y0;x1;y1;x2;y2
0;-1;0;1;0;0;0
0.034396251370921255;-0.99648584443827;0.02024163339316593;1.0020359633072247;0.020241931580203182;-0.005550118868954645;-0.04048356497336911
0.07035894659741457;-0.991214370861225;0.041325188350707684;1.0026095910686998;0.041330372767603166;-0.011395220207474738;-0.08265556111831085
0.10509998811107132;-0.9845647233213621;0.06153538747357599;1.0016867180195348;0.06156091101795161;-0.01712199469817266;-0.1230962984915276
0.13918010832083938;-0.9765574993438105;0.08113507838028075;0.9994079016440606;0.08121239302038724;-0.02285040230025003;-0.162347471400668
0.17292455699072007;-0.9671921925488677;0.10025002235537747;0.9958504893753664;0.10043083590954185;-0.028658296826498685;-0.20068085826491933
0.2068019061381751;-0.9563705108898645;0.11908050093762332;0.9910182266071003;0.11944217502637546;-0.03464771571723577;-0.23852267596399876
0.2412062359543045;-0.9439510663907147;0.137769402029613;0.9848615532948644;0.13842157587006163;-0.040910486904149654;-0.2761909778996746
0.2764945272203074;-0.9297499891666213;0.156419350233496;0.9772850968635968;0.15751234658594243;-0.04753510769697535;-0.31393169681943844
0.3129633146698706;-0.9135597145939931;0.17507749834569483;0.968161563530178;0.17681207479081706;-0.054601848936184735;-0.35188957313651187
0.3508054432701405;-0.89518331054204;0.19371460201781865;0.9573553640963128;0.19635139421219344;-0.06217205355427255;-0.3900659962300121
0.3900393885594712;-0.8744945401828823;0.2121992908702332;0.9447637827037852;0.21606404862195835;-0.07026924252090268;-0.42826333949219153
0.43048113863312987;-0.8514902381360971;0.23030483014238165;0.9303566211300061;0.2357854862257572;-0.07886638299390863;-0.46609031636813886
0.4718329443800367;-0.8262747055647551;0.2477734301051092;0.9141734181342007;0.25531042392817793;-0.08789871256944538;-0.5030838540332871
0.5138042888451877;-0.7989984030702323;0.26438263458415245;0.8962869998840366;0.2744574950067302;-0.0972885968138041;-0.5388401295908827
0.556113403232893;-0.7698505719238115;0.2799495079706445;0.8767986180336521;0.29307016952916864;-0.10694804610984049;-0.5730196774998132
0.5984125129563647;-0.7391079781306314;0.2943078664103242;0.8558721450220051;0.31098498124309465;-0.11676416689137348;-0.605292847653419
0.6402694421360127;-0.7071560755533457;0.3073134648267184;0.8337532271947229;0.328028957641278;-0.12659715164137691;-0.6353424224679965
0.6812414296983764;-0.6744380866828331;0.3188753654163211;0.8107391249290516;0.3440535016041127;-0.13630103824621823;-0.662928867020434
0.7209620049182903;-0.641377551441352;0.32897570959468614;0.7871263447711017;0.35896530253506453;-0.14574879332974944;-0.6879410121297508
0.7591680226345762;-0.6083379761613823;0.33766086101869286;0.7631806152139389;0.37272787730387086;-0.15484263905255635;-0.7103887383225638
0.7956823051792158;-0.5756206084322587;0.3450200652125884;0.7391327115354802;0.3853462092527248;-0.16351210310322123;-0.7303662744653132
0.8303916213586386;-0.5434723253024297;0.3511672453105503;0.7151817584977266;0.396852230382844;-0.17170943319529655;-0.7480194756933943
0.8632331012956335;-0.5120908794990379;0.3562286363732221;0.6914969319588208;0.4072955319957593;-0.17940605245978256;-0.7635241683689814
0.8941858848750349;-0.4816281312653646;0.3603342296802306;0.668217830464677;0.41673731913308293;-0.18658969919931204;-0.7770715488133135
0.9232638440693297;-0.45219395839056215;0.363611548638556;0.645455498927445;0.42524576223706606;-0.19326154053688255;-0.788857310875622
0.9505081311967569;-0.42386161277021417;0.3661812522132561;0.6232947890653822;0.4328921646100594;-0.19943317629516766;-0.7990734168233155
0.9759799727441514;-0.3966738867672285;0.3681543490616457;0.601797668025143;0.4397479411772834;-0.20512378125791417;-0.807902290238929
0.9997543414433683;-0.37064921550045316;0.36963075186955585;0.5810068330244619;0.4458824357417711;-0.2103576175240083;-0.8155131876113269
1.0219148115987013;-0.3457871478199551;0.3706988381690942;0.5609491653600185;0.4513614931042882;-0.21516201754006298;-0.8220603312733823
1.0425495922402275;-0.3220729644142381;0.37143569593700987;0.5416387959509122;0.45624663236042423;-0.21956583153667375;-0.8276823282974339
1.0617485761635521;-0.29948143906218383;0.37190779202088353;0.5230797185306916;0.4605946587229399;-0.2235982794685073;-0.8325024507438233
1.0796012027888822;-0.2779798371083081;0.3721718714590194;0.505267969279783;0.4644575754499441;-0.22728813217147448;-0.8366294469089633
